Demonstrator:,LeCheylas
Site Owner:,EDF
Sensor type:,AcousticEmission
Measurement units:,multiple
Sensor location:,MIV S6
Orientation:,NA
Sensor installed by:,NORCE
Sensor installed on:,01.01.2026
Sensor scaling factor:,NA
Pre-processing performed:,Calculated
Sensor precision:,16 bit
Sensor sampling rate:,=1/1000000
Sensor range:,15kHz-70kHz

Arrival time,Amplitude,Counts,Duration,Energy,Rise counts,Rise Time,RMS(mV),ASL(dB),External Parametrics1,External Parametrics2,External Parametrics3,External Parametrics4,External Parametrics5,Frequency Centroid(kHz),Peak Frequency(kHz),Partial Power1(%),Partial Power2(%),Partial Power3(%),Partial Power4(%),Partial Power5(%),AverageFreq,EchoFreq,InitFreq
23:11:14:00:474 373500,34.0,2103,12000.0,0.0,1980,11269.0,0.012,19.0,4294967293.0,5.0,4294967269.0,4294967274.0,0.0,820.3,312.5,38.0,8.0,15.0,9.0,6.0,175.3,168.3,175.7
23:11:14:00:486 373500,34.0,2090,12000.0,0.0,1420,8335.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967273.0,0.0,791.0,278.3,39.0,10.0,16.0,9.0,5.0,174.2,182.8,170.4
23:11:14:00:498 373500,35.6,2081,12000.0,0.0,1743,10095.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,747.1,302.7,42.0,9.0,13.0,7.0,5.0,173.4,177.4,172.7
23:11:14:00:510 373500,34.0,2091,12000.0,0.0,1088,6341.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,810.5,273.4,42.0,8.0,12.0,10.0,5.0,174.3,177.2,171.6
23:11:14:00:522 373500,32.7,2129,12000.0,0.0,22,162.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967273.0,0.0,737.3,278.3,41.0,9.0,14.0,7.0,5.0,177.4,178.0,135.8
23:11:14:00:534 373500,32.7,2178,12000.0,0.0,192,999.0,0.012,18.9,4294967292.0,5.0,4294967268.0,4294967274.0,0.0,830.1,424.8,39.0,8.0,16.0,8.0,7.0,181.5,180.5,192.2
23:11:14:00:546 373500,32.7,2111,12000.0,0.0,473,2609.0,0.012,19.0,4294967293.0,7.0,4294967268.0,4294967273.0,0.0,781.3,278.3,41.0,10.0,14.0,8.0,5.0,175.9,174.4,181.3
23:11:14:00:558 373500,33.4,2100,12000.0,0.0,763,4400.0,0.012,19.1,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,756.8,263.7,41.0,8.0,14.0,8.0,5.0,175.0,175.9,173.4
23:11:14:00:570 373500,33.4,2135,12000.0,0.0,885,4964.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,732.4,278.3,48.0,8.0,14.0,7.0,4.0,177.9,177.7,178.3
23:11:14:00:582 373500,34.0,2108,12000.0,0.0,721,4074.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,732.4,263.7,44.0,8.0,12.0,7.0,5.0,175.7,175.0,177.0
23:11:14:00:594 373500,33.4,2117,12000.0,0.0,933,5092.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,800.8,424.8,37.0,9.0,16.0,10.0,4.0,176.4,171.4,183.2
23:11:14:00:606 373500,34.0,2135,12000.0,0.0,1212,6777.0,0.012,18.9,4294967293.0,7.0,4294967267.0,4294967275.0,0.0,752.0,273.4,44.0,7.0,12.0,9.0,6.0,177.9,176.7,178.8
23:11:14:00:618 373500,34.0,2130,12000.0,0.0,1896,10570.0,0.012,19.0,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,810.5,424.8,33.0,10.0,16.0,8.0,5.0,177.5,163.6,179.4
23:11:14:00:630 373500,32.7,2143,12000.0,0.0,920,5225.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,766.6,278.3,42.0,10.0,13.0,10.0,4.0,178.6,180.5,176.1
23:11:14:00:642 373500,33.4,2128,12000.0,0.0,1465,8158.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,830.1,424.8,40.0,9.0,12.0,10.0,5.0,177.3,172.6,179.6
23:11:14:00:654 373500,34.0,2123,12000.0,0.0,426,2325.0,0.012,19.0,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,810.5,278.3,39.0,8.0,14.0,10.0,5.0,176.9,175.4,183.2
23:11:14:00:666 373500,32.7,2171,12000.0,0.0,631,3636.0,0.012,18.8,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,771.5,268.6,42.0,9.0,14.0,7.0,6.0,180.9,184.1,173.5
23:11:14:00:678 373500,33.4,2158,12000.0,0.0,298,1636.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,776.4,449.2,39.0,13.0,11.0,8.0,5.0,179.8,179.5,182.2
23:11:14:00:690 373500,32.7,2177,12000.0,0.0,418,2225.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,781.3,273.4,43.0,11.0,12.0,9.0,3.0,181.4,179.9,187.9
23:11:14:00:702 373500,33.4,2190,12000.0,0.0,171,902.0,0.012,18.9,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,766.6,429.7,43.0,7.0,14.0,7.0,5.0,182.5,181.9,189.6
23:11:14:00:714 373500,34.0,2133,12000.0,0.0,1933,10926.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,737.3,278.3,39.0,10.0,15.0,8.0,4.0,177.8,186.2,176.9
23:11:14:00:726 373500,32.7,2131,12000.0,0.0,17,90.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,742.2,288.1,42.0,8.0,13.0,7.0,4.0,177.6,177.5,188.9
23:11:14:00:738 373500,33.4,2117,12000.0,0.0,412,2319.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,761.7,302.7,44.0,9.0,13.0,8.0,5.0,176.4,176.1,177.7
23:11:14:00:750 373500,34.0,2139,12000.0,0.0,114,657.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,737.3,278.3,42.0,10.0,14.0,8.0,5.0,178.3,178.5,173.5
23:11:14:00:762 373500,35.1,2161,12000.0,0.0,1838,10275.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,752.0,273.4,40.0,11.0,10.0,11.0,3.0,180.1,187.2,178.9
23:11:14:00:774 373500,33.4,2079,12000.0,0.0,332,1877.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,761.7,273.4,41.0,11.0,11.0,10.0,4.0,173.3,172.6,176.9
23:11:14:00:786 373500,33.4,2183,12000.0,0.0,1535,8532.0,0.012,18.8,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,805.7,278.3,41.0,9.0,11.0,10.0,6.0,181.9,186.9,179.9
23:11:14:00:798 373500,34.0,2114,12000.0,0.0,118,772.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,703.1,273.4,50.0,9.0,12.0,7.0,4.0,176.2,177.8,152.8
23:11:14:00:810 373500,32.7,2181,12000.0,0.0,275,1565.0,0.012,18.8,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,752.0,424.8,41.0,11.0,11.0,11.0,4.0,181.8,182.7,175.7
23:11:14:00:822 373500,33.4,2074,12000.0,0.0,813,4497.0,0.012,19.2,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,771.5,302.7,40.0,10.0,12.0,10.0,5.0,172.8,168.1,180.8
23:11:14:00:834 373500,34.0,2157,12000.0,0.0,1652,9121.0,0.012,18.8,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,805.7,307.6,38.0,9.0,13.0,8.0,5.0,179.8,175.4,181.1
23:11:14:00:846 373500,33.4,2119,12000.0,0.0,892,5218.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967273.0,0.0,732.4,146.5,37.0,10.0,12.0,9.0,5.0,176.6,180.9,170.9
23:11:14:00:858 373500,34.0,2106,12000.0,0.0,331,1850.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,761.7,424.8,42.0,10.0,12.0,10.0,4.0,175.5,174.9,178.9
23:11:14:00:870 373500,34.0,2101,12000.0,0.0,1678,9436.0,0.012,19.1,4294967292.0,5.0,4294967267.0,4294967275.0,0.0,791.0,263.7,37.0,9.0,17.0,8.0,7.0,175.1,165.0,177.8
23:11:14:00:882 373500,33.4,2158,12000.0,0.0,80,474.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,752.0,307.6,42.0,8.0,12.0,8.0,4.0,179.8,180.3,168.8
23:11:14:00:894 373500,32.7,2148,12000.0,0.0,175,972.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,791.0,273.4,39.0,10.0,15.0,10.0,5.0,179.0,178.9,180.0
23:11:14:00:906 373500,34.0,2126,12000.0,0.0,2026,11400.0,0.012,19.0,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,747.1,273.4,45.0,7.0,11.0,10.0,3.0,177.2,166.7,177.7
23:11:14:00:918 373500,34.5,2150,12000.0,0.0,459,2625.0,0.012,19.0,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,756.8,307.6,41.0,9.0,14.0,9.0,5.0,179.2,180.4,174.9
23:11:14:00:930 373500,32.7,2134,12000.0,0.0,530,2968.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,737.3,278.3,45.0,7.0,13.0,8.0,5.0,177.8,177.6,178.6
23:11:14:00:942 373500,34.0,2124,12000.0,0.0,77,457.0,0.012,19.1,4294967292.0,5.0,4294967268.0,4294967274.0,0.0,698.2,273.4,47.0,9.0,10.0,8.0,4.0,177.0,177.3,168.5
23:11:14:00:954 373500,32.7,2117,12000.0,0.0,298,1654.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,742.2,273.4,44.0,7.0,14.0,8.0,4.0,176.4,175.8,180.2
23:11:14:00:966 373500,32.7,2125,12000.0,0.0,1509,8407.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,761.7,278.3,44.0,10.0,14.0,8.0,4.0,177.1,171.4,179.5
23:11:14:00:978 373500,33.4,2053,12000.0,0.0,842,4860.0,0.012,19.2,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,781.3,283.2,43.0,8.0,12.0,10.0,4.0,171.1,169.6,173.3
23:11:14:00:990 373500,32.7,2097,12000.0,0.0,220,1279.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,756.8,283.2,43.0,8.0,14.0,7.0,6.0,174.8,175.1,172.0
23:11:14:01:002 373400,33.4,2117,12000.0,0.0,448,2445.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,781.3,297.9,39.0,8.0,15.0,9.0,6.0,176.4,174.7,183.2
23:11:14:01:014 373400,35.1,2112,12000.0,0.0,1634,9346.0,0.012,19.1,4294967292.0,5.0,4294967268.0,4294967273.0,0.0,752.0,278.3,46.0,8.0,10.0,10.0,4.0,176.0,180.1,174.8
23:11:14:01:026 373400,33.4,2116,12000.0,0.0,935,5253.0,0.012,19.0,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,786.1,278.3,40.0,10.0,15.0,9.0,5.0,176.3,175.0,178.0
23:11:14:01:038 373400,34.5,2107,12000.0,0.0,1272,7345.0,0.012,19.1,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,712.9,273.4,47.0,8.0,11.0,7.0,4.0,175.6,179.4,173.2
23:11:14:01:050 373400,34.0,2128,12000.0,0.0,1120,6302.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,800.8,419.9,37.0,12.0,12.0,11.0,4.0,177.3,176.9,177.7
23:11:14:01:062 373400,34.0,2129,12000.0,0.0,1869,10648.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,810.5,302.7,37.0,9.0,15.0,10.0,5.0,177.4,192.3,175.5
23:11:14:01:074 373400,32.7,2127,12000.0,0.0,881,4783.0,0.012,18.9,4294967293.0,5.0,4294967267.0,4294967275.0,0.0,908.2,424.8,32.0,10.0,15.0,12.0,7.0,177.3,172.6,184.2
23:11:14:01:086 373400,32.7,2120,12000.0,0.0,1182,6528.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,869.1,419.9,35.0,10.0,16.0,7.0,7.0,176.7,171.4,181.1
23:11:14:01:098 373400,34.0,2158,12000.0,0.0,971,5555.0,0.012,18.8,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,786.1,263.7,42.0,10.0,13.0,9.0,6.0,179.8,184.2,174.8
23:11:14:01:110 373400,33.4,2158,12000.0,0.0,678,3746.0,0.012,18.9,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,820.3,278.3,39.0,11.0,15.0,10.0,3.0,179.8,179.3,181.0
23:11:14:01:122 373400,34.0,2124,12000.0,0.0,1078,5966.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,766.6,273.4,41.0,12.0,13.0,7.0,5.0,177.0,173.4,180.7
23:11:14:01:134 373400,32.7,2165,12000.0,0.0,369,2098.0,0.012,19.1,4294967294.0,6.0,4294967267.0,4294967274.0,0.0,800.8,146.5,37.0,8.0,13.0,8.0,5.0,180.4,181.4,175.9
23:11:14:01:146 373400,34.0,2112,12000.0,0.0,1380,7718.0,0.012,19.2,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,800.8,273.4,41.0,9.0,15.0,8.0,5.0,176.0,170.9,178.8
23:11:14:01:158 373400,33.4,2117,12000.0,0.0,678,3805.0,0.012,19.0,4294967292.0,6.0,4294967266.0,4294967274.0,0.0,839.8,302.7,34.0,11.0,14.0,10.0,5.0,176.4,175.6,178.2
23:11:14:01:170 373400,33.4,2132,12000.0,0.0,400,2184.0,0.012,18.8,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,795.9,434.6,37.0,9.0,14.0,10.0,5.0,177.7,176.4,183.2
23:11:14:01:182 373400,34.0,2076,12000.0,0.0,1305,7510.0,0.012,19.2,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,732.4,444.3,46.0,10.0,10.0,9.0,5.0,173.0,171.7,173.8
23:11:14:01:194 373400,34.0,2095,12000.0,0.0,26,139.0,0.012,19.2,4294967293.0,6.0,4294967267.0,4294967273.0,0.0,742.2,278.3,50.0,6.0,11.0,12.0,3.0,174.6,174.4,187.1
23:11:14:01:206 373400,33.4,2176,12000.0,0.0,592,3165.0,0.012,19.0,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,800.8,302.7,39.0,10.0,16.0,8.0,5.0,181.3,179.3,187.0
23:11:14:01:218 373400,33.4,2067,12000.0,0.0,858,5060.0,0.012,19.2,4294967293.0,5.0,4294967268.0,4294967274.0,0.0,835.0,278.3,39.0,7.0,16.0,9.0,5.0,172.3,174.2,169.6
23:11:14:01:230 373400,32.7,2095,12000.0,0.0,329,1820.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,781.3,288.1,38.0,7.0,13.0,7.0,7.0,174.6,173.5,180.8
23:11:14:01:242 373400,33.4,2198,12000.0,0.0,621,3437.0,0.012,19.0,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,791.0,444.3,39.0,9.0,14.0,8.0,5.0,183.2,184.2,180.7
23:11:14:01:254 373400,33.4,2183,12000.0,0.0,631,3340.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,781.3,273.4,45.0,6.0,14.0,6.0,6.0,181.9,179.2,188.9
23:11:14:01:266 373400,34.5,2115,12000.0,0.0,1927,10999.0,0.012,19.0,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,766.6,273.4,44.0,8.0,13.0,8.0,5.0,176.3,187.8,175.2
23:11:14:01:278 373400,33.4,2129,12000.0,0.0,395,2309.0,0.012,19.2,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,737.3,312.5,46.0,9.0,12.0,8.0,4.0,177.4,178.9,171.1
23:11:14:01:290 373400,33.4,2152,12000.0,0.0,108,621.0,0.012,18.8,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,781.3,278.3,42.0,8.0,12.0,8.0,4.0,179.3,179.6,173.9
23:11:14:01:302 373400,34.5,2124,12000.0,0.0,1037,5685.0,0.012,19.0,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,835.0,429.7,33.0,10.0,16.0,9.0,6.0,177.0,172.1,182.4
23:11:14:01:314 373400,33.4,2102,12000.0,0.0,377,2202.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,771.5,278.3,42.0,8.0,14.0,9.0,5.0,175.2,176.1,171.2
23:11:14:01:326 373400,33.4,2081,12000.0,0.0,1542,8963.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,825.2,429.7,35.0,11.0,12.0,11.0,5.0,173.4,177.5,172.0
23:11:14:01:338 373400,34.0,2034,12000.0,0.0,1640,9682.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,805.7,429.7,40.0,7.0,12.0,9.0,7.0,169.5,170.0,169.4
23:11:14:01:350 373400,34.5,2093,12000.0,0.0,1004,5791.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,776.4,273.4,38.0,9.0,12.0,12.0,4.0,174.4,175.4,173.4
23:11:14:01:362 373400,34.0,2070,12000.0,0.0,641,3593.0,0.012,18.9,4294967293.0,7.0,4294967268.0,4294967273.0,0.0,781.3,273.4,41.0,9.0,12.0,11.0,5.0,172.5,170.0,178.4
23:11:14:01:374 373400,33.4,2132,12000.0,0.0,1010,5621.0,0.012,18.9,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,742.2,263.7,46.0,8.0,17.0,6.0,5.0,177.7,175.9,179.7
23:11:14:01:386 373400,34.5,2090,12000.0,0.0,1,10.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,761.7,283.2,44.0,9.0,14.0,8.0,5.0,174.2,174.2,100.0
23:11:14:01:398 373400,33.4,2172,12000.0,0.0,361,1927.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,800.8,424.8,38.0,8.0,14.0,8.0,5.0,181.0,179.8,187.3
23:11:14:01:410 373400,34.0,2149,12000.0,0.0,1789,9920.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,786.1,273.4,39.0,10.0,10.0,10.0,7.0,179.1,173.1,180.3
23:11:14:01:422 373400,32.7,2130,12000.0,0.0,458,2581.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,776.4,293.0,40.0,7.0,14.0,9.0,5.0,177.5,177.5,177.5
23:11:14:01:434 373400,35.6,2061,12000.0,0.0,1694,9791.0,0.012,19.2,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,791.0,268.6,39.0,10.0,15.0,8.0,5.0,171.8,166.1,173.0
23:11:14:01:446 373400,32.7,2103,12000.0,0.0,998,5779.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,810.5,424.8,35.0,9.0,14.0,11.0,4.0,175.3,177.6,172.7
23:11:14:01:458 373400,34.0,2094,12000.0,0.0,861,4957.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,766.6,278.3,41.0,8.0,15.0,7.0,7.0,174.5,175.1,173.7
23:11:14:01:470 373400,34.5,2065,12000.0,0.0,38,246.0,0.012,19.0,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,752.0,273.4,43.0,7.0,13.0,7.0,5.0,172.1,172.5,154.5
23:11:14:01:482 373400,34.0,2052,12000.0,0.0,194,1121.0,0.012,19.1,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,742.2,278.3,46.0,7.0,14.0,7.0,5.0,171.0,170.8,173.1
23:11:14:01:494 373400,34.0,2118,12000.0,0.0,1798,10121.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,776.4,278.3,42.0,7.0,15.0,8.0,5.0,176.5,170.3,177.7
23:11:14:01:506 373400,33.4,2095,12000.0,0.0,1650,9439.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,747.1,307.6,45.0,7.0,14.0,7.0,6.0,174.6,173.8,174.8
23:11:14:01:518 373400,33.4,2135,12000.0,0.0,379,2226.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,805.7,263.7,37.0,13.0,13.0,10.0,5.0,177.9,179.7,170.3
23:11:14:01:530 373400,34.5,2070,12000.0,0.0,1062,6111.0,0.012,19.2,4294967293.0,6.0,4294967267.0,4294967275.0,0.0,786.1,278.3,39.0,12.0,13.0,9.0,4.0,172.5,171.2,173.8
23:11:14:01:542 373400,33.4,2150,12000.0,0.0,284,1692.0,0.012,19.0,4294967292.0,6.0,4294967266.0,4294967274.0,0.0,756.8,273.4,43.0,10.0,12.0,7.0,5.0,179.2,181.0,167.8
23:11:14:01:554 373400,34.5,2077,12000.0,0.0,407,2370.0,0.012,19.3,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,703.1,273.4,47.0,8.0,12.0,8.0,4.0,173.1,173.4,171.7
23:11:14:01:566 373400,34.0,2131,12000.0,0.0,1167,6433.0,0.012,18.9,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,878.9,424.8,35.0,10.0,13.0,11.0,5.0,177.6,173.2,181.4
23:11:14:01:578 373400,34.0,2079,12000.0,0.0,1147,6691.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,771.5,146.5,39.0,8.0,13.0,9.0,4.0,173.3,175.6,171.4
23:11:14:01:590 373400,34.0,2165,12000.0,0.0,1538,8541.0,0.012,18.9,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,756.8,278.3,46.0,8.0,13.0,10.0,3.0,180.4,181.3,180.1
23:11:14:01:602 373400,34.5,2116,12000.0,0.0,493,2721.0,0.012,19.0,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,825.2,0.0,34.0,10.0,14.0,8.0,5.0,176.3,174.9,181.2
23:11:14:01:614 373400,34.0,2094,12000.0,0.0,905,5012.0,0.012,19.0,4294967293.0,5.0,4294967267.0,4294967275.0,0.0,791.0,288.1,40.0,10.0,15.0,8.0,5.0,174.5,170.1,180.6
23:11:14:01:626 373400,34.5,2179,12000.0,0.0,1927,10515.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967274.0,0.0,830.1,429.7,38.0,10.0,14.0,9.0,5.0,181.6,169.7,183.3
23:11:14:01:638 373400,33.4,2156,12000.0,0.0,1043,5937.0,0.012,18.8,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,810.5,263.7,42.0,8.0,14.0,8.0,6.0,179.7,183.6,175.7
23:11:14:01:650 373400,32.7,2070,12000.0,0.0,8,66.0,0.012,19.2,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,747.1,283.2,40.0,10.0,10.0,8.0,5.0,172.5,172.8,121.2
23:11:14:01:662 373400,34.0,2202,12000.0,0.0,832,4551.0,0.012,18.7,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,771.5,263.7,42.0,11.0,11.0,12.0,4.0,183.5,183.9,182.8
23:11:14:01:674 373400,34.0,2070,12000.0,0.0,633,3818.0,0.012,19.1,4294967293.0,7.0,4294967266.0,4294967274.0,0.0,800.8,429.7,40.0,8.0,14.0,8.0,5.0,172.5,175.6,165.8
23:11:14:01:686 373400,33.4,2116,12000.0,0.0,565,3370.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967273.0,0.0,771.5,278.3,44.0,7.0,14.0,7.0,5.0,176.3,179.7,167.7
23:11:14:01:698 373400,33.4,2132,12000.0,0.0,404,2406.0,0.012,19.0,4294967293.0,5.0,4294967267.0,4294967274.0,0.0,756.8,273.4,43.0,7.0,15.0,10.0,5.0,177.7,180.1,167.9
23:11:14:01:710 373400,34.0,2115,12000.0,0.0,482,2713.0,0.012,18.9,4294967292.0,5.0,4294967266.0,4294967275.0,0.0,874.0,263.7,34.0,7.0,16.0,9.0,7.0,176.3,175.8,177.7
23:11:14:01:722 373400,35.1,2069,12000.0,0.0,559,3424.0,0.012,19.2,4294967293.0,4.0,4294967267.0,4294967274.0,0.0,688.5,278.3,53.0,6.0,10.0,7.0,4.0,172.4,176.1,163.3
23:11:14:01:734 373400,33.4,2160,12000.0,0.0,780,4321.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967273.0,0.0,815.4,302.7,38.0,8.0,14.0,12.0,5.0,180.0,179.7,180.5
23:11:14:01:746 373400,33.4,2123,12000.0,0.0,128,757.0,0.012,18.9,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,800.8,273.4,38.0,11.0,12.0,10.0,4.0,176.9,177.4,169.1
23:11:14:01:758 373400,34.5,2064,12000.0,0.0,140,824.0,0.012,19.0,4294967292.0,5.0,4294967267.0,4294967274.0,0.0,752.0,278.3,47.0,6.0,14.0,6.0,5.0,172.0,172.2,169.9
23:11:14:01:770 373400,33.4,2061,12000.0,0.0,454,2579.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,776.4,263.7,41.0,11.0,12.0,8.0,3.0,171.8,170.6,176.0
23:11:14:01:782 373400,34.0,2160,12000.0,0.0,1534,8477.0,0.012,18.7,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,786.1,278.3,42.0,8.0,14.0,9.0,6.0,180.0,177.7,181.0
23:11:14:01:794 373400,34.5,2081,12000.0,0.0,1514,8701.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,766.6,278.3,38.0,8.0,15.0,8.0,5.0,173.4,171.9,174.0
23:11:14:01:806 373400,34.0,2073,12000.0,0.0,1795,10388.0,0.012,19.0,4294967292.0,7.0,4294967267.0,4294967274.0,0.0,766.6,273.4,43.0,8.0,15.0,7.0,5.0,172.8,172.5,172.8
23:11:14:01:818 373400,32.7,2112,12000.0,0.0,91,508.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967273.0,0.0,752.0,263.7,44.0,7.0,12.0,7.0,5.0,176.0,175.9,179.1
23:11:14:01:830 373400,33.4,2144,12000.0,0.0,1566,8709.0,0.012,18.8,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,820.3,307.6,33.0,13.0,15.0,11.0,4.0,178.7,175.6,179.8
23:11:14:01:842 373400,33.4,2110,12000.0,0.0,1792,10239.0,0.012,18.9,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,712.9,263.7,44.0,8.0,13.0,8.0,5.0,175.8,180.6,175.0
23:11:14:01:854 373400,33.4,2082,12000.0,0.0,102,674.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,693.4,278.3,51.0,6.0,11.0,7.0,5.0,173.5,174.8,151.3
23:11:14:01:866 373400,34.5,2031,12000.0,0.0,474,2718.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967273.0,0.0,752.0,263.7,39.0,8.0,11.0,10.0,5.0,169.3,167.7,174.4
23:11:14:01:878 373400,34.0,2125,12000.0,0.0,123,753.0,0.012,19.0,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,742.2,278.3,44.0,8.0,13.0,7.0,5.0,177.1,178.0,163.3
23:11:14:01:890 373400,32.7,2111,12000.0,0.0,1260,7255.0,0.012,19.0,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,771.5,273.4,39.0,9.0,11.0,10.0,5.0,175.9,179.3,173.7
23:11:14:01:902 373400,34.0,2114,12000.0,0.0,1366,7797.0,0.012,19.0,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,771.5,415.0,41.0,9.0,13.0,10.0,4.0,176.2,178.0,175.2
